Geography,Geographic Level,FIPS Code,LDH Region,Demographic Group,Vaccine Status,Count,x,y
_Region 6,REGION,,6,Age Unknown,Complete,8,-10287067.540053649,3687351.187333398
_Region 6,REGION,,6,Black,Complete,19197,-10287067.540053649,3687351.187333398
_Region 6,REGION,,6,Other Race,Complete,9731,-10287067.540053649,3687351.187333398
_Region 6,REGION,,6,Unknown Race,Complete,1188,-10287067.540053649,3687351.187333398
_Region 6,REGION,,6,White,Complete,46793,-10287067.540053649,3687351.187333398
_Region 6,REGION,,6,Female,Complete,43190,-10287067.540053649,3687351.187333398
_Region 6,REGION,,6,Male,Complete,33314,-10287067.540053649,3687351.187333398
_Region 6,REGION,,6,Gender Unkown,Complete,405,-10287067.540053649,3687351.187333398
_Region 6,REGION,,6,Aged 0-4,Incomplete,0,-10287067.540053649,3687351.187333398
_Region 6,REGION,,6,Aged 18-29,Incomplete,1542,-10287067.540053649,3687351.187333398
_Region 6,REGION,,6,Aged 30-39,Incomplete,1287,-10287067.540053649,3687351.187333398
_Region 6,REGION,,6,Aged 40-49,Incomplete,1349,-10287067.540053649,3687351.187333398
_Region 6,REGION,,6,Aged 50-59,Incomplete,1603,-10287067.540053649,3687351.187333398
_Region 6,REGION,,6,Aged 5-17,Incomplete,623,-10287067.540053649,3687351.187333398
_Region 6,REGION,,6,Aged 60-69,Incomplete,1603,-10287067.540053649,3687351.187333398
_Region 6,REGION,,6,Aged 70 plus,Incomplete,1436,-10287067.540053649,3687351.187333398
_Region 6,REGION,,6,Age Unknown,Incomplete,4,-10287067.540053649,3687351.187333398
_Region 6,REGION,,6,Black,Incomplete,2789,-10287067.540053649,3687351.187333398
_Region 6,REGION,,6,Other Race,Incomplete,1479,-10287067.540053649,3687351.187333398
_Region 6,REGION,,6,Unknown Race,Incomplete,169,-10287067.540053649,3687351.187333398
_Region 6,REGION,,6,White,Incomplete,5010,-10287067.540053649,3687351.187333398
_Region 6,REGION,,6,Female,Incomplete,5262,-10287067.540053649,3687351.187333398
_Region 6,REGION,,6,Male,Incomplete,4113,-10287067.540053649,3687351.187333398
_Region 6,REGION,,6,Gender Unkown,Incomplete,72,-10287067.540053649,3687351.187333398
_Region 6,REGION,,6,Aged 0-4,Unvaccinated,20949,-10287067.540053649,3687351.187333398
_Region 6,REGION,,6,Aged 18-29,Unvaccinated,43898,-10287067.540053649,3687351.187333398
_Region 6,REGION,,6,Aged 30-39,Unvaccinated,31576,-10287067.540053649,3687351.187333398
_Region 6,REGION,,6,Aged 40-49,Unvaccinated,25878,-10287067.540053649,3687351.187333398
_Region 6,REGION,,6,Aged 50-59,Unvaccinated,23325,-10287067.540053649,3687351.187333398
_Region 6,REGION,,6,Aged 5-17,Unvaccinated,51242,-10287067.540053649,3687351.187333398
_Region 6,REGION,,6,Aged 60-69,Unvaccinated,13897,-10287067.540053649,3687351.187333398
_Region 6,REGION,,6,Aged 70 plus,Unvaccinated,8031,-10287067.540053649,3687351.187333398
_Region 6,REGION,,6,Age Unknown,Unvaccinated,,-10287067.540053649,3687351.187333398
_Region 6,REGION,,6,Black,Unvaccinated,60677,-10287067.540053649,3687351.187333398
_Region 6,REGION,,6,Other Race,Unvaccinated,3764,-10287067.540053649,3687351.187333398
_Region 6,REGION,,6,Unknown Race,Unvaccinated,,-10287067.540053649,3687351.187333398
_Region 6,REGION,,6,White,Unvaccinated,155700,-10287067.540053649,3687351.187333398
_Region 6,REGION,,6,Female,Unvaccinated,106507,-10287067.540053649,3687351.187333398
_Region 6,REGION,,6,Male,Unvaccinated,112754,-10287067.540053649,3687351.187333398
_Region 6,REGION,,6,Gender Unkown,Unvaccinated,,-10287067.540053649,3687351.187333398
_Region 7,REGION,,7,Aged 0-4,Complete,0,-10397797.037545718,3794675.4448308665
_Region 7,REGION,,7,Aged 18-29,Complete,12080,-10397797.037545718,3794675.4448308665
_Region 7,REGION,,7,Aged 30-39,Complete,14576,-10397797.037545718,3794675.4448308665
_Region 7,REGION,,7,Aged 40-49,Complete,18664,-10397797.037545718,3794675.4448308665
_Region 7,REGION,,7,Aged 50-59,Complete,26630,-10397797.037545718,3794675.4448308665
_Region 7,REGION,,7,Aged 5-17,Complete,2537,-10397797.037545718,3794675.4448308665
_Region 7,REGION,,7,Aged 60-69,Complete,36892,-10397797.037545718,3794675.4448308665
_Region 7,REGION,,7,Aged 70 plus,Complete,42584,-10397797.037545718,3794675.4448308665
_Region 7,REGION,,7,Age Unknown,Complete,8,-10397797.037545718,3794675.4448308665
_Region 7,REGION,,7,Black,Complete,51374,-10397797.037545718,3794675.4448308665
_Region 7,REGION,,7,Other Race,Complete,13186,-10397797.037545718,3794675.4448308665
_Region 7,REGION,,7,Unknown Race,Complete,1994,-10397797.037545718,3794675.4448308665
_Region 7,REGION,,7,White,Complete,87417,-10397797.037545718,3794675.4448308665
_Region 7,REGION,,7,Female,Complete,89364,-10397797.037545718,3794675.4448308665
_Region 7,REGION,,7,Male,Complete,64128,-10397797.037545718,3794675.4448308665
_Region 7,REGION,,7,Gender Unkown,Complete,479,-10397797.037545718,3794675.4448308665
_Region 7,REGION,,7,Aged 0-4,Incomplete,0,-10397797.037545718,3794675.4448308665
_Region 7,REGION,,7,Aged 18-29,Incomplete,2273,-10397797.037545718,3794675.4448308665
_Region 7,REGION,,7,Aged 30-39,Incomplete,2020,-10397797.037545718,3794675.4448308665
_Region 7,REGION,,7,Aged 40-49,Incomplete,2282,-10397797.037545718,3794675.4448308665
_Region 7,REGION,,7,Aged 50-59,Incomplete,2637,-10397797.037545718,3794675.4448308665
_Region 7,REGION,,7,Aged 5-17,Incomplete,1269,-10397797.037545718,3794675.4448308665
_Region 7,REGION,,7,Aged 60-69,Incomplete,2550,-10397797.037545718,3794675.4448308665
_Region 7,REGION,,7,Aged 70 plus,Incomplete,2645,-10397797.037545718,3794675.4448308665
_Region 7,REGION,,7,Age Unknown,Incomplete,12,-10397797.037545718,3794675.4448308665
_Region 7,REGION,,7,Black,Incomplete,6166,-10397797.037545718,3794675.4448308665
_Region 7,REGION,,7,Other Race,Incomplete,1651,-10397797.037545718,3794675.4448308665
_Region 7,REGION,,7,Unknown Race,Incomplete,315,-10397797.037545718,3794675.4448308665
_Region 7,REGION,,7,White,Incomplete,7556,-10397797.037545718,3794675.4448308665
_Region 7,REGION,,7,Female,Incomplete,8864,-10397797.037545718,3794675.4448308665
_Region 7,REGION,,7,Male,Incomplete,6755,-10397797.037545718,3794675.4448308665
_Region 7,REGION,,7,Gender Unkown,Incomplete,69,-10397797.037545718,3794675.4448308665
_Region 7,REGION,,7,Aged 0-4,Unvaccinated,36623,-10397797.037545718,3794675.4448308665
_Region 7,REGION,,7,Aged 18-29,Unvaccinated,74239,-10397797.037545718,3794675.4448308665
_Region 7,REGION,,7,Aged 30-39,Unvaccinated,54140,-10397797.037545718,3794675.4448308665
_Region 7,REGION,,7,Aged 40-49,Unvaccinated,41457,-10397797.037545718,3794675.4448308665
_Region 7,REGION,,7,Aged 50-59,Unvaccinated,40347,-10397797.037545718,3794675.4448308665
_Region 7,REGION,,7,Aged 5-17,Unvaccinated,89877,-10397797.037545718,3794675.4448308665
_Region 7,REGION,,7,Aged 60-69,Unvaccinated,23813,-10397797.037545718,3794675.4448308665
_Region 7,REGION,,7,Aged 70 plus,Unvaccinated,12694,-10397797.037545718,3794675.4448308665
_Region 7,REGION,,7,Age Unknown,Unvaccinated,,-10397797.037545718,3794675.4448308665
_Region 7,REGION,,7,Black,Unvaccinated,152682,-10397797.037545718,3794675.4448308665
_Region 7,REGION,,7,Other Race,Unvaccinated,12651,-10397797.037545718,3794675.4448308665
_Region 7,REGION,,7,Unknown Race,Unvaccinated,,-10397797.037545718,3794675.4448308665
_Region 7,REGION,,7,White,Unvaccinated,210146,-10397797.037545718,3794675.4448308665
_Region 7,REGION,,7,Female,Unvaccinated,164709,-10397797.037545718,3794675.4448308665
_Region 7,REGION,,7,Male,Unvaccinated,209009,-10397797.037545718,3794675.4448308665
_Region 7,REGION,,7,Gender Unkown,Unvaccinated,,-10397797.037545718,3794675.4448308665
_Region 8,REGION,,8,Aged 0-4,Complete,0,-10228936.5019614,3825356.1117733307
_Region 8,REGION,,8,Aged 18-29,Complete,8379,-10228936.5019614,3825356.1117733307
_Region 8,REGION,,8,Aged 30-39,Complete,9130,-10228936.5019614,3825356.1117733307
_Region 8,REGION,,8,Aged 40-49,Complete,12357,-10228936.5019614,3825356.1117733307
_Region 8,REGION,,8,Aged 50-59,Complete,17642,-10228936.5019614,3825356.1117733307
_Region 8,REGION,,8,Aged 5-17,Complete,1077,-10228936.5019614,3825356.1117733307
_Region 8,REGION,,8,Aged 60-69,Complete,24134,-10228936.5019614,3825356.1117733307
_Region 8,REGION,,8,Aged 70 plus,Complete,27772,-10228936.5019614,3825356.1117733307
_Region 8,REGION,,8,Age Unknown,Complete,6,-10228936.5019614,3825356.1117733307
_Region 8,REGION,,8,Black,Complete,31704,-10228936.5019614,3825356.1117733307
_Region 8,REGION,,8,Other Race,Complete,9698,-10228936.5019614,3825356.1117733307
_Region 8,REGION,,8,Unknown Race,Complete,1202,-10228936.5019614,3825356.1117733307
_Region 8,REGION,,8,White,Complete,57893,-10228936.5019614,3825356.1117733307
_Region 8,REGION,,8,Female,Complete,57107,-10228936.5019614,3825356.1117733307
_Region 8,REGION,,8,Male,Complete,43036,-10228936.5019614,3825356.1117733307
_Region 8,REGION,,8,Gender Unkown,Complete,354,-10228936.5019614,3825356.1117733307
_Region 8,REGION,,8,Aged 0-4,Incomplete,0,-10228936.5019614,3825356.1117733307
_Region 8,REGION,,8,Aged 18-29,Incomplete,1466,-10228936.5019614,3825356.1117733307
_Region 8,REGION,,8,Aged 30-39,Incomplete,1222,-10228936.5019614,3825356.1117733307
_Region 8,REGION,,8,Aged 40-49,Incomplete,1368,-10228936.5019614,3825356.1117733307
_Region 8,REGION,,8,Aged 50-59,Incomplete,1585,-10228936.5019614,3825356.1117733307
_Region 8,REGION,,8,Aged 5-17,Incomplete,745,-10228936.5019614,3825356.1117733307
_Region 8,REGION,,8,Aged 60-69,Incomplete,1517,-10228936.5019614,3825356.1117733307
_Region 8,REGION,,8,Aged 70 plus,Incomplete,1450,-10228936.5019614,3825356.1117733307
_Region 8,REGION,,8,Age Unknown,Incomplete,6,-10228936.5019614,3825356.1117733307
_Region 8,REGION,,8,Black,Incomplete,3723,-10228936.5019614,3825356.1117733307
_Region 8,REGION,,8,Other Race,Incomplete,988,-10228936.5019614,3825356.1117733307
_Region 8,REGION,,8,Unknown Race,Incomplete,127,-10228936.5019614,3825356.1117733307
_Region 8,REGION,,8,White,Incomplete,4521,-10228936.5019614,3825356.1117733307
_Region 8,REGION,,8,Female,Incomplete,5143,-10228936.5019614,3825356.1117733307
_Region 8,REGION,,8,Male,Incomplete,4191,-10228936.5019614,3825356.1117733307
_Region 8,REGION,,8,Gender Unkown,Incomplete,25,-10228936.5019614,3825356.1117733307
_Region 8,REGION,,8,Aged 0-4,Unvaccinated,23108,-10228936.5019614,3825356.1117733307
_Region 8,REGION,,8,Aged 18-29,Unvaccinated,55795,-10228936.5019614,3825356.1117733307
_Region 8,REGION,,8,Aged 30-39,Unvaccinated,33621,-10228936.5019614,3825356.1117733307
_Region 8,REGION,,8,Aged 40-49,Unvaccinated,25761,-10228936.5019614,3825356.1117733307
_Region 8,REGION,,8,Aged 50-59,Unvaccinated,24653,-10228936.5019614,3825356.1117733307
_Region 8,REGION,,8,Aged 5-17,Unvaccinated,59235,-10228936.5019614,3825356.1117733307
_Region 8,REGION,,8,Aged 60-69,Unvaccinated,13880,-10228936.5019614,3825356.1117733307
_Region 8,REGION,,8,Aged 70 plus,Unvaccinated,7262,-10228936.5019614,3825356.1117733307
_Region 8,REGION,,8,Age Unknown,Unvaccinated,,-10228936.5019614,3825356.1117733307
_Region 8,REGION,,8,Black,Unvaccinated,97946,-10228936.5019614,3825356.1117733307
_Region 8,REGION,,8,Other Race,Unvaccinated,,-10228936.5019614,3825356.1117733307
_Region 8,REGION,,8,Unknown Race,Unvaccinated,,-10228936.5019614,3825356.1117733307
_Region 8,REGION,,8,White,Unvaccinated,147567,-10228936.5019614,3825356.1117733307
_Region 8,REGION,,8,Female,Unvaccinated,110591,-10228936.5019614,3825356.1117733307
_Region 8,REGION,,8,Male,Unvaccinated,133091,-10228936.5019614,3825356.1117733307
_Region 8,REGION,,8,Gender Unkown,Unvaccinated,,-10228936.5019614,3825356.1117733307
_Region 9,REGION,,9,Aged 0-4,Complete,0,-10052150.018632602,3579797.574573387
_Region 9,REGION,,9,Aged 18-29,Complete,15737,-10052150.018632602,3579797.574573387
_Region 9,REGION,,9,Aged 30-39,Complete,18033,-10052150.018632602,3579797.574573387
_Region 9,REGION,,9,Aged 40-49,Complete,23159,-10052150.018632602,3579797.574573387
_Region 9,REGION,,9,Aged 50-59,Complete,32343,-10052150.018632602,3579797.574573387
_Region 9,REGION,,9,Aged 5-17,Complete,3153,-10052150.018632602,3579797.574573387
_Region 9,REGION,,9,Aged 60-69,Complete,43145,-10052150.018632602,3579797.574573387
_Region 9,REGION,,9,Aged 70 plus,Complete,47456,-10052150.018632602,3579797.574573387
_Region 9,REGION,,9,Age Unknown,Complete,11,-10052150.018632602,3579797.574573387
_Region 9,REGION,,9,Black,Complete,28131,-10052150.018632602,3579797.574573387
_Region 9,REGION,,9,Other Race,Complete,14242,-10052150.018632602,3579797.574573387
_Region 9,REGION,,9,Unknown Race,Complete,1398,-10052150.018632602,3579797.574573387
_Region 9,REGION,,9,White,Complete,139266,-10052150.018632602,3579797.574573387
_Region 9,REGION,,9,Female,Complete,101845,-10052150.018632602,3579797.574573387
_Region 9,REGION,,9,Male,Complete,80884,-10052150.018632602,3579797.574573387
_Region 9,REGION,,9,Gender Unkown,Complete,308,-10052150.018632602,3579797.574573387
_Region 9,REGION,,9,Aged 0-4,Incomplete,0,-10052150.018632602,3579797.574573387
_Region 9,REGION,,9,Aged 18-29,Incomplete,2614,-10052150.018632602,3579797.574573387
_Region 9,REGION,,9,Aged 30-39,Incomplete,2277,-10052150.018632602,3579797.574573387
_Region 9,REGION,,9,Aged 40-49,Incomplete,2341,-10052150.018632602,3579797.574573387
_Region 9,REGION,,9,Aged 50-59,Incomplete,2553,-10052150.018632602,3579797.574573387
_Region 9,REGION,,9,Aged 5-17,Incomplete,1391,-10052150.018632602,3579797.574573387
_Region 9,REGION,,9,Aged 60-69,Incomplete,2371,-10052150.018632602,3579797.574573387
_Region 9,REGION,,9,Aged 70 plus,Incomplete,1700,-10052150.018632602,3579797.574573387
_Region 9,REGION,,9,Age Unknown,Incomplete,9,-10052150.018632602,3579797.574573387
_Region 9,REGION,,9,Black,Incomplete,3252,-10052150.018632602,3579797.574573387
_Region 9,REGION,,9,Other Race,Incomplete,1793,-10052150.018632602,3579797.574573387
_Region 9,REGION,,9,Unknown Race,Incomplete,202,-10052150.018632602,3579797.574573387
_Region 9,REGION,,9,White,Incomplete,10009,-10052150.018632602,3579797.574573387
_Region 9,REGION,,9,Female,Incomplete,8263,-10052150.018632602,3579797.574573387
_Region 9,REGION,,9,Male,Incomplete,6957,-10052150.018632602,3579797.574573387
_Region 9,REGION,,9,Gender Unkown,Incomplete,36,-10052150.018632602,3579797.574573387
_Region 9,REGION,,9,Aged 0-4,Unvaccinated,37637,-10052150.018632602,3579797.574573387
_Region 9,REGION,,9,Aged 18-29,Unvaccinated,68058,-10052150.018632602,3579797.574573387
_Region 9,REGION,,9,Aged 30-39,Unvaccinated,55538,-10052150.018632602,3579797.574573387
_Region 9,REGION,,9,Aged 40-49,Unvaccinated,47602,-10052150.018632602,3579797.574573387
_Region 9,REGION,,9,Aged 50-59,Unvaccinated,41931,-10052150.018632602,3579797.574573387
_Region 9,REGION,,9,Aged 5-17,Unvaccinated,100808,-10052150.018632602,3579797.574573387
_Region 9,REGION,,9,Aged 60-69,Unvaccinated,22820,-10052150.018632602,3579797.574573387
_Region 9,REGION,,9,Aged 70 plus,Unvaccinated,4909,-10052150.018632602,3579797.574573387
_Region 9,REGION,,9,Age Unknown,Unvaccinated,,-10052150.018632602,3579797.574573387
_Region 9,REGION,,9,Black,Unvaccinated,64949,-10052150.018632602,3579797.574573387
_Region 9,REGION,,9,Other Race,Unvaccinated,7053,-10052150.018632602,3579797.574573387
_Region 9,REGION,,9,Unknown Race,Unvaccinated,,-10052150.018632602,3579797.574573387
_Region 9,REGION,,9,White,Unvaccinated,308881,-10052150.018632602,3579797.574573387
_Region 9,REGION,,9,Female,Unvaccinated,171314,-10052150.018632602,3579797.574573387
_Region 9,REGION,,9,Male,Unvaccinated,208313,-10052150.018632602,3579797.574573387
_Region 9,REGION,,9,Gender Unkown,Unvaccinated,,-10052150.018632602,3579797.574573387
Acadia,PARISH,22001,4,Aged 0-4,Complete,0,-10287256.783187998,3540971.6150076506
Acadia,PARISH,22001,4,Aged 18-29,Complete,972,-10287256.783187998,3540971.6150076506
Acadia,PARISH,22001,4,Aged 30-39,Complete,1197,-10287256.783187998,3540971.6150076506
Acadia,PARISH,22001,4,Aged 40-49,Complete,1446,-10287256.783187998,3540971.6150076506
Acadia,PARISH,22001,4,Aged 50-59,Complete,2425,-10287256.783187998,3540971.6150076506
Acadia,PARISH,22001,4,Aged 5-17,Complete,115,-10287256.783187998,3540971.6150076506
Acadia,PARISH,22001,4,Aged 60-69,Complete,3603,-10287256.783187998,3540971.6150076506
Acadia,PARISH,22001,4,Aged 70 plus,Complete,4183,-10287256.783187998,3540971.6150076506
Acadia,PARISH,22001,4,Age Unknown,Complete,2,-10287256.783187998,3540971.6150076506
Acadia,PARISH,22001,4,Black,Complete,2592,-10287256.783187998,3540971.6150076506
Acadia,PARISH,22001,4,Other Race,Complete,1659,-10287256.783187998,3540971.6150076506
Acadia,PARISH,22001,4,Unknown Race,Complete,218,-10287256.783187998,3540971.6150076506
Acadia,PARISH,22001,4,White,Complete,9474,-10287256.783187998,3540971.6150076506
Acadia,PARISH,22001,4,Female,Complete,7814,-10287256.783187998,3540971.6150076506
Acadia,PARISH,22001,4,Male,Complete,6092,-10287256.783187998,3540971.6150076506
Acadia,PARISH,22001,4,Gender Unkown,Complete,37,-10287256.783187998,3540971.6150076506
Acadia,PARISH,22001,4,Aged 0-4,Incomplete,0,-10287256.783187998,3540971.6150076506
Acadia,PARISH,22001,4,Aged 18-29,Incomplete,219,-10287256.783187998,3540971.6150076506
Acadia,PARISH,22001,4,Aged 30-39,Incomplete,190,-10287256.783187998,3540971.6150076506
Acadia,PARISH,22001,4,Aged 40-49,Incomplete,223,-10287256.783187998,3540971.6150076506
Acadia,PARISH,22001,4,Aged 50-59,Incomplete,271,-10287256.783187998,3540971.6150076506
Acadia,PARISH,22001,4,Aged 5-17,Incomplete,75,-10287256.783187998,3540971.6150076506
Acadia,PARISH,22001,4,Aged 60-69,Incomplete,253,-10287256.783187998,3540971.6150076506
Acadia,PARISH,22001,4,Aged 70 plus,Incomplete,193,-10287256.783187998,3540971.6150076506
Acadia,PARISH,22001,4,Age Unknown,Incomplete,0,-10287256.783187998,3540971.6150076506
Acadia,PARISH,22001,4,Black,Incomplete,351,-10287256.783187998,3540971.6150076506
Acadia,PARISH,22001,4,Other Race,Incomplete,179,-10287256.783187998,3540971.6150076506
Acadia,PARISH,22001,4,Unknown Race,Incomplete,30,-10287256.783187998,3540971.6150076506
Acadia,PARISH,22001,4,White,Incomplete,864,-10287256.783187998,3540971.6150076506
Acadia,PARISH,22001,4,Female,Incomplete,794,-10287256.783187998,3540971.6150076506
Acadia,PARISH,22001,4,Male,Incomplete,630,-10287256.783187998,3540971.6150076506
Acadia,PARISH,22001,4,Gender Unkown,Incomplete,0,-10287256.783187998,3540971.6150076506
Acadia,PARISH,22001,4,Aged 0-4,Unvaccinated,4441,-10287256.783187998,3540971.6150076506
Acadia,PARISH,22001,4,Aged 18-29,Unvaccinated,8490,-10287256.783187998,3540971.6150076506
Acadia,PARISH,22001,4,Aged 30-39,Unvaccinated,6637,-10287256.783187998,3540971.6150076506
Acadia,PARISH,22001,4,Aged 40-49,Unvaccinated,5364,-10287256.783187998,3540971.6150076506
Acadia,PARISH,22001,4,Aged 50-59,Unvaccinated,6105,-10287256.783187998,3540971.6150076506
Acadia,PARISH,22001,4,Aged 5-17,Unvaccinated,11915,-10287256.783187998,3540971.6150076506
Acadia,PARISH,22001,4,Aged 60-69,Unvaccinated,2617,-10287256.783187998,3540971.6150076506
Acadia,PARISH,22001,4,Aged 70 plus,Unvaccinated,1634,-10287256.783187998,3540971.6150076506
Acadia,PARISH,22001,4,Age Unknown,Unvaccinated,,-10287256.783187998,3540971.6150076506
Acadia,PARISH,22001,4,Black,Unvaccinated,8196,-10287256.783187998,3540971.6150076506
Acadia,PARISH,22001,4,Other Race,Unvaccinated,120,-10287256.783187998,3540971.6150076506
Acadia,PARISH,22001,4,Unknown Race,Unvaccinated,,-10287256.783187998,3540971.6150076506
Acadia,PARISH,22001,4,White,Unvaccinated,39133,-10287256.783187998,3540971.6150076506
Acadia,PARISH,22001,4,Female,Unvaccinated,21883,-10287256.783187998,3540971.6150076506
Acadia,PARISH,22001,4,Male,Unvaccinated,25355,-10287256.783187998,3540971.6150076506
Acadia,PARISH,22001,4,Gender Unkown,Unvaccinated,,-10287256.783187998,3540971.6150076506
Allen,PARISH,22003,5,Aged 0-4,Complete,0,-10333543.42745984,3587779.050112858
Allen,PARISH,22003,5,Aged 18-29,Complete,277,-10333543.42745984,3587779.050112858
Allen,PARISH,22003,5,Aged 30-39,Complete,385,-10333543.42745984,3587779.050112858
Allen,PARISH,22003,5,Aged 40-49,Complete,509,-10333543.42745984,3587779.050112858
Allen,PARISH,22003,5,Aged 50-59,Complete,824,-10333543.42745984,3587779.050112858
Allen,PARISH,22003,5,Aged 5-17,Complete,50,-10333543.42745984,3587779.050112858
Allen,PARISH,22003,5,Aged 60-69,Complete,1099,-10333543.42745984,3587779.050112858
Allen,PARISH,22003,5,Aged 70 plus,Complete,1100,-10333543.42745984,3587779.050112858
Allen,PARISH,22003,5,Age Unknown,Complete,0,-10333543.42745984,3587779.050112858
Allen,PARISH,22003,5,Black,Complete,1057,-10333543.42745984,3587779.050112858
Allen,PARISH,22003,5,Other Race,Complete,604,-10333543.42745984,3587779.050112858
Allen,PARISH,22003,5,Unknown Race,Complete,115,-10333543.42745984,3587779.050112858
Allen,PARISH,22003,5,White,Complete,2468,-10333543.42745984,3587779.050112858
Allen,PARISH,22003,5,Female,Complete,2152,-10333543.42745984,3587779.050112858
Allen,PARISH,22003,5,Male,Complete,2056,-10333543.42745984,3587779.050112858
Allen,PARISH,22003,5,Gender Unkown,Complete,36,-10333543.42745984,3587779.050112858
Allen,PARISH,22003,5,Aged 0-4,Incomplete,0,-10333543.42745984,3587779.050112858
Allen,PARISH,22003,5,Aged 18-29,Incomplete,71,-10333543.42745984,3587779.050112858
Allen,PARISH,22003,5,Aged 30-39,Incomplete,65,-10333543.42745984,3587779.050112858
Allen,PARISH,22003,5,Aged 40-49,Incomplete,83,-10333543.42745984,3587779.050112858
Allen,PARISH,22003,5,Aged 50-59,Incomplete,89,-10333543.42745984,3587779.050112858
Allen,PARISH,22003,5,Aged 5-17,Incomplete,34,-10333543.42745984,3587779.050112858
Allen,PARISH,22003,5,Aged 60-69,Incomplete,120,-10333543.42745984,3587779.050112858
Allen,PARISH,22003,5,Aged 70 plus,Incomplete,203,-10333543.42745984,3587779.050112858
Allen,PARISH,22003,5,Age Unknown,Incomplete,2,-10333543.42745984,3587779.050112858
Allen,PARISH,22003,5,Black,Incomplete,157,-10333543.42745984,3587779.050112858
Allen,PARISH,22003,5,Other Race,Incomplete,146,-10333543.42745984,3587779.050112858
Allen,PARISH,22003,5,Unknown Race,Incomplete,18,-10333543.42745984,3587779.050112858
Allen,PARISH,22003,5,White,Incomplete,346,-10333543.42745984,3587779.050112858
Allen,PARISH,22003,5,Female,Incomplete,367,-10333543.42745984,3587779.050112858
Allen,PARISH,22003,5,Male,Incomplete,296,-10333543.42745984,3587779.050112858
Allen,PARISH,22003,5,Gender Unkown,Incomplete,4,-10333543.42745984,3587779.050112858
Allen,PARISH,22003,5,Aged 0-4,Unvaccinated,1614,-10333543.42745984,3587779.050112858
Allen,PARISH,22003,5,Aged 18-29,Unvaccinated,3398,-10333543.42745984,3587779.050112858
Allen,PARISH,22003,5,Aged 30-39,Unvaccinated,3389,-10333543.42745984,3587779.050112858
Allen,PARISH,22003,5,Aged 40-49,Unvaccinated,3125,-10333543.42745984,3587779.050112858
Allen,PARISH,22003,5,Aged 50-59,Unvaccinated,2618,-10333543.42745984,3587779.050112858
Allen,PARISH,22003,5,Aged 5-17,Unvaccinated,4088,-10333543.42745984,3587779.050112858
Allen,PARISH,22003,5,Aged 60-69,Unvaccinated,1481,-10333543.42745984,3587779.050112858
Allen,PARISH,22003,5,Aged 70 plus,Unvaccinated,1039,-10333543.42745984,3587779.050112858
Allen,PARISH,22003,5,Age Unknown,Unvaccinated,,-10333543.42745984,3587779.050112858
Allen,PARISH,22003,5,Black,Unvaccinated,3664,-10333543.42745984,3587779.050112858
Allen,PARISH,22003,5,Other Race,Unvaccinated,1130,-10333543.42745984,3587779.050112858
Allen,PARISH,22003,5,Unknown Race,Unvaccinated,,-10333543.42745984,3587779.050112858
Allen,PARISH,22003,5,White,Unvaccinated,16089,-10333543.42745984,3587779.050112858
Allen,PARISH,22003,5,Female,Unvaccinated,12119,-10333543.42745984,3587779.050112858
Allen,PARISH,22003,5,Male,Unvaccinated,8671,-10333543.42745984,3587779.050112858
Allen,PARISH,22003,5,Gender Unkown,Unvaccinated,,-10333543.42745984,3587779.050112858
Ascension,PARISH,22005,2,Aged 0-4,Complete,0,-10120199.62335453,3529747.6633259524
Ascension,PARISH,22005,2,Aged 18-29,Complete,4107,-10120199.62335453,3529747.6633259524
Ascension,PARISH,22005,2,Aged 30-39,Complete,4977,-10120199.62335453,3529747.6633259524
Ascension,PARISH,22005,2,Aged 40-49,Complete,6283,-10120199.62335453,3529747.6633259524
Ascension,PARISH,22005,2,Aged 50-59,Complete,7777,-10120199.62335453,3529747.6633259524
Ascension,PARISH,22005,2,Aged 5-17,Complete,934,-10120199.62335453,3529747.6633259524
Ascension,PARISH,22005,2,Aged 60-69,Complete,8165,-10120199.62335453,3529747.6633259524
Ascension,PARISH,22005,2,Aged 70 plus,Complete,7965,-10120199.62335453,3529747.6633259524
Ascension,PARISH,22005,2,Age Unknown,Complete,5,-10120199.62335453,3529747.6633259524
Ascension,PARISH,22005,2,Black,Complete,9706,-10120199.62335453,3529747.6633259524
Ascension,PARISH,22005,2,Other Race,Complete,3393,-10120199.62335453,3529747.6633259524
Ascension,PARISH,22005,2,Unknown Race,Complete,227,-10120199.62335453,3529747.6633259524
Ascension,PARISH,22005,2,White,Complete,26887,-10120199.62335453,3529747.6633259524
Ascension,PARISH,22005,2,Female,Complete,22419,-10120199.62335453,3529747.6633259524
Ascension,PARISH,22005,2,Male,Complete,17748,-10120199.62335453,3529747.6633259524
Ascension,PARISH,22005,2,Gender Unkown,Complete,46,-10120199.62335453,3529747.6633259524
Ascension,PARISH,22005,2,Aged 0-4,Incomplete,0,-10120199.62335453,3529747.6633259524
Ascension,PARISH,22005,2,Aged 18-29,Incomplete,688,-10120199.62335453,3529747.6633259524
Ascension,PARISH,22005,2,Aged 30-39,Incomplete,606,-10120199.62335453,3529747.6633259524
Ascension,PARISH,22005,2,Aged 40-49,Incomplete,582,-10120199.62335453,3529747.6633259524
Ascension,PARISH,22005,2,Aged 50-59,Incomplete,607,-10120199.62335453,3529747.6633259524
Ascension,PARISH,22005,2,Aged 5-17,Incomplete,445,-10120199.62335453,3529747.6633259524
